Date,INTC_Open,INTC_High,INTC_Low,INTC_Close,INTC_Volume,INTC_Return,IBM_Open,IBM_High,IBM_Low,IBM_Close,IBM_Volume,IBM_Return,NFLX_Open,NFLX_High,NFLX_Low,NFLX_Close,NFLX_Volume,NFLX_Return,QQQ_Open,QQQ_High,QQQ_Low,QQQ_Close,QQQ_Volume,QQQ_Return
2002-06-26,0.033500,1.423500,-0.016500,1.143500,84988496.000000,33.134328,-31.010000,-26.520000,-31.010000,-27.060000,11544200.000000,-0.127378,0.481400,0.498600,0.460700,0.494300,417800.000000,0.026797,2.342100,3.682100,2.292100,3.352100,44553000.000000,0.431237
2002-06-27,1.433500,1.493500,0.403500,1.183500,72620200.000000,-0.174398,-25.910000,-24.960000,-28.010000,-25.210000,10610300.000000,-0.027017,0.504300,0.509300,0.471400,0.471400,545400.000000,-0.065239,3.902100,4.152100,2.922100,4.112100,17424900.000000,0.053817
2002-06-28,1.233500,1.853500,0.643500,0.803500,63858200.000000,-0.348602,-25.760000,-23.490000,-25.860000,-25.110000,12454600.000000,-0.025233,0.480000,0.507100,0.480000,0.500000,1319200.000000,0.041667,3.952100,4.652100,3.752100,4.002100,85114500.000000,0.012652
2002-07-01,0.883500,1.303500,0.023500,0.073500,48681300.000000,-0.916808,-25.100000,-24.700000,-29.950000,-29.510000,12064400.000000,0.175697,0.500000,0.522900,0.496400,0.514300,655000.000000,0.028600,3.882100,4.652100,2.652100,2.752100,62959800.000000,-0.291080
2002-07-02,-0.006500,0.343500,-1.006500,-0.896500,77807696.000000,136.923077,-29.260000,-27.710000,-29.410000,-28.530000,12012900.000000,-0.024949,0.527100,0.597900,0.520000,0.586400,1288600.000000,0.112502,2.512100,2.652100,1.792100,1.852100,10557700.000000,-0.262728
2002-07-03,-1.196500,0.313500,-1.206500,0.283500,63562800.000000,-1.236941,-29.160000,-26.400000,-29.240000,-26.600000,8469900.000000,-0.087791,0.589300,0.607100,0.558600,0.607100,708200.000000,0.030205,1.752100,2.662100,0.632100,2.652100,105100.000000,0.513669
2002-07-05,1.233500,2.193500,1.133500,2.073500,34149100.000000,0.680989,-24.660000,-23.210000,-25.110000,-23.610000,5243000.000000,-0.042579,0.607100,0.650000,0.607100,0.638600,286200.000000,0.051886,3.162100,4.302100,3.162100,4.242100,54498100.000000,0.341545
2002-07-08,1.793500,2.113500,0.603500,1.033500,57648600.000000,-0.423752,-24.110000,-23.630000,-26.080000,-25.810000,9490100.000000,0.070510,0.625700,0.625700,0.584300,0.587900,279000.000000,-0.060412,4.102100,4.432100,2.982100,3.282100,95865700.000000,-0.199898
2002-07-09,0.813500,0.983500,0.293500,0.493500,53507600.000000,-0.393362,-25.710000,-24.860000,-27.660000,-27.440000,11165600.000000,0.067289,0.587100,0.598600,0.557100,0.580000,419400.000000,-0.012093,3.152100,3.382100,2.492100,2.562100,88609600.000000,-0.187177
2002-07-10,0.793500,0.813500,-0.736500,-0.656500,73848000.000000,-1.827347,-26.510000,-25.860000,-28.580000,-28.350000,10073400.000000,0.069408,0.580700,0.589300,0.566400,0.581400,222000.000000,0.001205,2.902100,2.932100,1.732100,1.802100,13115100.000000,-0.379036
2002-07-11,-0.726500,0.833500,-0.946500,0.783500,89828400.000000,-2.078458,-29.110000,-27.360000,-29.560000,-27.700000,11035400.000000,-0.048437,0.577100,0.639300,0.566400,0.634300,361400.000000,0.099116,1.672100,2.792100,1.432100,2.702100,63202800.000000,0.615992
2002-07-12,1.333500,1.423500,0.243500,0.523500,74887904.000000,-0.607424,-27.110000,-25.360000,-28.310000,-27.900000,8579800.000000,0.029141,0.639300,0.640000,0.603600,0.604300,405400.000000,-0.054747,3.152100,3.432100,2.452100,2.702100,26101100.000000,-0.142762
2002-07-15,0.573500,1.773500,-0.036500,1.653500,79892000.000000,1.883173,-28.710000,-26.110000,-30.510000,-26.110000,10420900.000000,-0.090561,0.621400,0.624300,0.538600,0.571400,605600.000000,-0.080463,2.592100,3.542100,1.652100,3.472100,36418200.000000,0.339493
2002-07-16,1.143500,1.983500,0.673500,0.893500,98863000.000000,-0.218627,-27.600000,-25.720000,-28.630000,-28.100000,10486800.000000,0.018116,0.576400,0.578600,0.552100,0.562900,277400.000000,-0.023421,3.152100,3.932100,2.802100,3.092100,40241200.000000,-0.019035
2002-07-17,1.833500,2.413500,1.343500,1.973500,96553800.000000,0.076357,-26.110000,-25.510000,-27.490000,-26.420000,11549100.000000,0.011873,0.572900,0.581400,0.537900,0.544300,180200.000000,-0.049921,3.982100,4.342100,2.792100,3.552100,51242400.000000,-0.107983
2002-07-18,1.793500,2.283500,1.533500,1.723500,57109500.000000,-0.039030,-26.610000,-22.910000,-27.110000,-25.060000,15312300.000000,-0.058249,0.558600,0.582900,0.555700,0.574300,414200.000000,0.028106,3.292100,3.472100,2.402100,2.632100,8273700.000000,-0.200480
2002-07-19,1.233500,1.993500,1.033500,1.183500,62042100.000000,-0.040535,-26.150000,-24.410000,-27.110000,-25.110000,11612900.000000,-0.039771,0.576400,0.580000,0.561400,0.580000,256000.000000,0.006246,2.232100,2.612100,1.702100,1.892100,21815600.000000,-0.152323
2002-07-22,1.003500,1.733500,0.753500,0.793500,77366096.000000,-0.209268,-25.860000,-24.920000,-28.800000,-28.610000,14882500.000000,0.106342,0.567900,0.590000,0.557900,0.585700,284800.000000,0.031344,1.762100,2.402100,0.992100,1.302100,47725600.000000,-0.261052
2002-07-23,0.943500,1.273500,0.293500,0.343500,71030896.000000,-0.635930,-28.860000,-27.110000,-30.450000,-30.060000,12774500.000000,0.041580,0.588600,0.607100,0.565700,0.572900,225400.000000,-0.026673,1.352100,1.652100,0.152100,0.302100,47225900.000000,-0.776570
2002-07-24,-0.216500,1.253500,-0.436500,1.233500,83101296.000000,-6.697460,-31.110000,-27.110000,-31.410000,-27.570000,13808900.000000,-0.113790,0.572900,0.580000,0.537100,0.557100,479400.000000,-0.027579,-0.277900,1.562100,-1.437900,1.522100,81862800.000000,-6.477150
2002-07-25,0.793500,1.233500,-0.366500,0.013500,80606496.000000,-0.982987,-28.210000,-27.110000,-29.810000,-27.760000,10989800.000000,-0.015952,0.562900,0.564300,0.517100,0.518600,679400.000000,-0.078700,1.162100,1.302100,-0.297900,0.152100,52536400.000000,-0.869116
2002-07-26,0.233500,0.733500,-0.446500,0.343500,57020100.000000,0.471092,-28.360000,-27.640000,-31.350000,-30.710000,11576500.000000,0.082863,0.525000,0.529300,0.425000,0.435700,1006600.000000,-0.170095,0.472100,0.742100,-0.087900,0.572100,93437400.000000,0.211820
2002-07-29,0.863500,1.433500,0.533500,1.423500,55085100.000000,0.648523,-26.740000,-25.710000,-29.110000,-25.930000,11919500.000000,-0.030292,0.448600,0.462100,0.425000,0.438600,465800.000000,-0.022292,1.182100,2.022100,0.552100,1.732100,94056600.000000,0.465274
2002-07-30,1.103500,1.643500,0.783500,1.503500,60407100.000000,0.362483,-26.610000,-24.410000,-27.090000,-25.320000,10138700.000000,-0.048478,0.447100,0.471400,0.447100,0.457100,539600.000000,0.022366,1.632100,2.592100,1.492100,2.212100,14739700.000000,0.355370
2002-07-31,1.453500,1.503500,0.543500,1.323500,54030300.000000,-0.089439,-26.360000,-25.510000,-28.000000,-26.710000,12719100.000000,0.013278,0.464300,0.480000,0.452900,0.477100,476200.000000,0.027568,1.902100,2.092100,1.262100,1.752100,90541900.000000,-0.078860
2002-08-01,1.253500,1.383500,-0.276500,0.093500,55134100.000000,-0.925409,-26.710000,-26.410000,-29.890000,-28.860000,8832100.000000,0.080494,0.475000,0.480000,0.438600,0.445700,647000.000000,-0.061684,1.642100,1.802100,0.562100,0.652100,81358600.000000,-0.602887
2002-08-02,0.083500,0.233500,-0.946500,-0.756500,55576300.000000,-10.059880,-28.900000,-28.880000,-29.990000,-29.230000,6915000.000000,0.011419,0.442900,0.444300,0.352900,0.388600,950800.000000,-0.122601,0.682100,0.742100,-0.277900,0.152100,84596800.000000,-0.777012
2002-08-05,-0.766500,-0.436500,-1.626500,-1.566500,59625800.000000,1.043705,-29.170000,-28.760000,-31.260000,-31.120000,7126900.000000,0.066850,0.389300,0.406400,0.380000,0.387100,544000.000000,-0.005651,0.012100,0.222100,-0.797900,-0.657900,83047700.000000,-55.371901
2002-08-06,-1.116500,0.483500,-1.276500,-0.316500,83272800.000000,-0.716525,-30.110000,-27.690000,-30.500000,-29.210000,8370800.000000,-0.029890,0.397900,0.401400,0.371400,0.380000,459600.000000,-0.044986,-0.297900,0.912100,-0.307900,0.402100,6427600.000000,-2.349782
2002-08-07,0.543500,0.703500,-0.816500,0.273500,71381696.000000,-0.496780,-27.960000,-27.060000,-30.160000,-27.790000,8037300.000000,-0.006080,0.380000,0.397100,0.371400,0.397100,394000.000000,0.045000,1.152100,1.272100,-0.137900,0.702100,22983500.000000,-0.390591
2002-08-08,0.143500,1.013500,-0.416500,0.933500,60914400.000000,5.505226,-27.760000,-24.910000,-28.610000,-25.350000,8432500.000000,-0.086816,0.398600,0.401400,0.375700,0.398600,326200.000000,0.000000,0.662100,1.502100,0.202100,1.472100,8914300.000000,1.223380
2002-08-09,0.483500,0.813500,0.173500,0.413500,45576200.000000,-0.144778,-26.350000,-22.660000,-26.560000,-25.130000,6940900.000000,-0.046300,0.399300,0.410700,0.389300,0.393600,214400.000000,-0.014275,1.112100,1.622100,0.782100,1.232100,91132000.000000,0.107904
2002-08-12,-0.246500,0.163500,-0.446500,0.083500,35477300.000000,-1.338742,-25.910000,-24.320000,-26.350000,-25.190000,5263300.000000,-0.027788,0.401400,0.403600,0.377100,0.378600,304400.000000,-0.056801,0.952100,1.382100,0.802100,1.302100,60148400.000000,0.367608
2002-08-13,-0.046500,0.543500,-0.796500,-0.746500,48730600.000000,15.053763,-25.410000,-23.160000,-25.770000,-25.060000,7785300.000000,-0.013774,0.384300,0.402900,0.377100,0.386400,239600.000000,0.005464,1.132100,1.772100,0.452100,0.502100,86129200.000000,-0.556488
2002-08-14,-0.516500,1.053500,-0.696500,0.843500,55038600.000000,-2.633107,-25.010000,-21.940000,-25.610000,-22.040000,8353000.000000,-0.118752,0.387900,0.417100,0.385700,0.417100,578200.000000,0.075277,0.572100,2.102100,0.372100,1.942100,187600.000000,2.394686
2002-08-15,0.893500,1.463500,0.573500,1.203500,51558800.000000,0.346950,-21.560000,-20.250000,-22.360000,-20.460000,9269600.000000,-0.051020,0.418600,0.455700,0.416400,0.441400,466200.000000,0.054467,2.142100,2.472100,1.622100,2.432100,18313800.000000,0.135381
2002-08-16,0.613500,1.573500,0.533500,1.303500,54921500.000000,1.124694,-20.460000,-16.980000,-20.980000,-17.610000,11645800.000000,-0.139296,0.446400,0.462100,0.428600,0.456400,261200.000000,0.022401,2.312100,2.902100,1.632100,2.602100,94243900.000000,0.125427
2002-08-19,1.163500,2.183500,0.993500,2.013500,51720400.000000,0.730554,-17.610000,-14.110000,-17.950000,-14.470000,10805000.000000,-0.178308,0.462900,0.492100,0.458600,0.491400,296400.000000,0.061568,2.712100,3.492100,2.582100,3.202100,75129200.000000,0.180672
2002-08-20,1.733500,1.873500,1.303500,1.523500,45347100.000000,-0.121142,-15.400000,-14.960000,-16.780000,-15.690000,7671000.000000,0.018831,0.492900,0.497100,0.460700,0.472900,362800.000000,-0.040576,3.042100,3.332100,2.752100,3.092100,87592800.000000,0.016436
2002-08-21,1.783500,2.223500,1.353500,2.143500,57883400.000000,0.201850,-15.060000,-14.630000,-17.410000,-15.960000,7768600.000000,0.059761,0.476400,0.485700,0.459300,0.484300,397000.000000,0.016583,3.412100,3.752100,2.902100,3.652100,98829300.000000,0.070338
2002-08-22,1.983500,2.053500,1.443500,1.703500,55744000.000000,-0.141165,-16.010000,-14.510000,-16.760000,-14.970000,5447400.000000,-0.064959,0.487100,0.500000,0.464300,0.491400,423400.000000,0.008828,3.842100,4.112100,3.652100,4.062100,77624200.000000,0.057260
2002-08-23,1.393500,1.393500,0.443500,0.513500,48371600.000000,-0.631503,-15.760000,-15.480000,-17.610000,-16.560000,5909400.000000,0.050761,0.497100,0.498600,0.484300,0.497100,343800.000000,0.000000,3.792100,3.792100,2.852100,3.052100,72839900.000000,-0.195143
2002-08-26,0.653500,0.773500,0.163500,0.683500,46069000.000000,0.045907,-16.560000,-16.070000,-19.160000,-17.540000,6997800.000000,0.059179,0.498600,0.498600,0.468600,0.484300,377800.000000,-0.028680,3.222100,3.292100,2.512100,3.152100,82116700.000000,-0.021725
2002-08-27,0.473500,0.513500,-0.296500,-0.266500,60623500.000000,-1.562830,-16.560000,-16.520000,-19.660000,-19.000000,7087800.000000,0.147343,0.484300,0.484300,0.428600,0.437100,712000.000000,-0.097460,3.332100,3.422100,2.052100,2.272100,89043400.000000,-0.318118
2002-08-28,-0.336500,-0.006500,-0.676500,-0.606500,55663700.000000,0.802377,-20.960000,-19.950000,-21.290000,-20.900000,6590300.000000,-0.002863,0.430700,0.445000,0.412900,0.432100,325000.000000,0.003251,2.002100,2.002100,1.292100,1.382100,13198600.000000,-0.309675
2002-08-29,-0.866500,0.003500,-0.936500,-0.306500,50516700.000000,-0.646278,-21.360000,-19.610000,-21.810000,-20.340000,5857400.000000,-0.047753,0.416400,0.461400,0.412100,0.451400,342200.000000,0.084054,1.262100,2.122100,0.122100,1.692100,95260000.000000,0.340702
2002-08-30,-0.556500,-0.366500,-0.796500,-0.776500,32857100.000000,0.395328,-21.410000,-20.610000,-21.860000,-21.580000,5085000.000000,0.007940,0.457100,0.481400,0.447100,0.468600,303000.000000,0.025159,1.552100,1.912100,1.282100,1.392100,58024400.000000,-0.103086
2002-09-03,-0.976500,-0.946500,-1.616500,-1.586500,58140400.000000,0.624680,-22.760000,-21.960000,-24.660000,-24.610000,6854100.000000,0.081283,0.468600,0.481400,0.457100,0.462900,227600.000000,-0.012164,0.802100,1.332100,0.242100,0.402100,79591200.000000,-0.498691
2002-09-04,-1.636500,-1.276500,-2.356500,-1.336500,66790200.000000,-0.183318,-24.610000,-22.970000,-25.360000,-23.230000,6264600.000000,-0.056075,0.462900,0.472900,0.454300,0.464300,53400.000000,0.003024,0.412100,0.922100,0.142100,0.632100,80661900.000000,0.533851
2002-09-05,-1.636500,-1.356500,-2.416500,-2.336500,86969600.000000,0.427742,-24.220000,-24.110000,-25.460000,-24.780000,6467700.000000,0.023121,0.458600,0.467900,0.455700,0.458600,40800.000000,0.000000,0.302100,0.402100,-0.167900,0.072100,83403300.000000,-0.761337
2002-09-06,-1.046500,-0.896500,-1.336500,-1.226500,77957400.000000,0.172002,-23.210000,-22.970000,-23.890000,-23.760000,4586500.000000,0.023697,0.464300,0.467900,0.455700,0.457100,109000.000000,-0.015507,0.232100,1.122100,0.202100,0.752100,84712900.000000,2.240414
2002-09-09,-1.416500,-1.106500,-1.756500,-1.366500,51444400.000000,-0.035298,-24.510000,-21.980000,-25.110000,-22.460000,5785000.000000,-0.083639,0.460000,0.462900,0.446400,0.450700,202800.000000,-0.020217,0.652100,1.272100,0.292100,0.982100,70909600.000000,0.506057
2002-09-10,-1.256500,-0.806500,-1.346500,-0.976500,57279400.000000,-0.222841,-22.360000,-21.360000,-23.110000,-21.360000,5538400.000000,-0.044723,0.450000,0.475000,0.444300,0.472900,678000.000000,0.050889,1.062100,1.572100,0.932100,1.552100,71555300.000000,0.461350
2002-09-11,-0.716500,-0.406500,-0.946500,-0.826500,45864800.000000,0.153524,-20.560000,-19.460000,-22.900000,-22.760000,5394400.000000,0.107004,0.469300,0.488600,0.469300,0.480700,232800.000000,0.024291,2.022100,2.252100,1.322100,1.352100,70203000.000000,-0.331339
2002-09-12,-1.086500,-1.066500,-1.796500,-1.746500,48750200.000000,0.607455,-22.910000,-22.910000,-25.320000,-25.090000,6707600.000000,0.095155,0.481400,0.483600,0.457100,0.462900,277600.000000,-0.038430,1.222100,1.682100,0.612100,0.712100,67953900.000000,-0.417314
2002-09-13,-1.746500,-1.246500,-1.806500,-1.416500,44670900.000000,-0.188949,-25.460000,-24.080000,-25.650000,-24.460000,5949600.000000,-0.039277,0.460700,0.463600,0.432100,0.439300,355000.000000,-0.046451,0.452100,0.982100,0.422100,0.892100,78032200.000000,0.973236
2002-09-16,-1.456500,-1.306500,-1.906500,-1.746500,41224000.000000,0.199107,-24.960000,-24.240000,-25.730000,-24.640000,4595200.000000,-0.012821,0.445700,0.445700,0.426400,0.428600,501800.000000,-0.038367,0.852100,0.902100,0.272100,0.562100,55402600.000000,-0.340336
2002-09-17,-1.286500,-1.096500,-2.096500,-1.876500,55756400.000000,0.458609,-23.960000,-23.510000,-25.610000,-25.210000,6195100.000000,0.052170,0.432100,0.432100,0.412900,0.415000,409000.000000,-0.039574,1.032100,1.112100,0.082100,0.082100,83579700.000000,-0.920453
2002-09-18,-2.226500,-1.796500,-2.446500,-2.166500,51894800.000000,-0.026948,-26.310000,-26.060000,-28.100000,-27.410000,12726400.000000,0.041809,0.418600,0.420700,0.392900,0.394300,217400.000000,-0.058051,0.002100,0.452100,-0.317900,-0.167900,84133700.000000,-80.952381
2002-09-19,-2.426500,-1.506500,-2.566500,-2.466500,56278400.000000,0.016485,-32.160000,-30.480000,-32.310000,-32.160000,22034900.000000,-0.000000,0.392900,0.392900,0.358600,0.362100,711200.000000,-0.078391,-0.367900,0.032100,-0.547900,-0.517900,79749600.000000,0.407719
2002-09-20,-2.336500,-2.266500,-2.696500,-2.546500,76653904.000000,0.089878,-31.560000,-31.560000,-33.060000,-33.040000,14195200.000000,0.046895,0.377100,0.384300,0.350000,0.354300,497800.000000,-0.060461,-0.207900,-0.147900,-0.617900,-0.427900,75508400.000000,1.058201
2002-09-23,-2.726500,-2.716500,-3.346500,-3.316500,62986100.000000,0.216395,-33.210000,-33.210000,-34.590000,-33.590000,8377100.000000,0.011442,0.357100,0.365700,0.352900,0.355700,691400.000000,-0.003920,-0.447900,-0.447900,-1.287900,-1.077900,71049800.000000,1.406564
2002-09-24,-3.446500,-2.446500,-3.546500,-3.106500,84156496.000000,-0.098651,-35.880000,-33.660000,-37.410000,-37.210000,16710100.000000,0.037068,0.355700,0.362900,0.344300,0.358600,535400.000000,0.008153,-1.347900,-0.647900,-1.457900,-1.067900,88628600.000000,-0.207731
2002-09-25,-2.886500,-1.956500,-3.446500,-2.246500,72720800.000000,-0.221722,-35.760000,-33.190000,-35.970000,-33.950000,13119300.000000,-0.050615,0.362100,0.375000,0.354300,0.365700,208200.000000,0.009942,-0.697900,-0.057900,-0.997900,-0.227900,96518600.000000,-0.673449
2002-09-26,-1.806500,-1.756500,-2.716500,-2.296500,72311200.000000,0.271243,-32.760000,-32.080000,-35.630000,-34.940000,12369000.000000,0.066545,0.374300,0.391400,0.364300,0.391400,594600.000000,0.045685,-0.097900,0.232100,-0.727900,-0.497900,688000.000000,4.085802
2002-09-27,-2.456500,-2.156500,-2.956500,-2.826500,65195700.000000,0.150621,-35.530000,-33.470000,-36.650000,-36.600000,8793300.000000,0.030115,0.388600,0.392100,0.356400,0.360000,729400.000000,-0.073598,-0.507900,0.112100,-0.847900,-0.787900,89449400.000000,0.551290
2002-09-30,-3.196500,-2.906500,-3.776500,-3.556500,76123104.000000,0.112623,-37.410000,-37.070000,-38.970000,-38.650000,13020100.000000,0.033146,0.353600,0.360700,0.344300,0.346400,691000.000000,-0.020362,-0.857900,-0.857900,-1.607900,-1.377900,89348100.000000,0.606131
2002-10-01,-3.396500,-2.246500,-3.596500,-2.776500,68218600.000000,-0.182541,-37.760000,-34.980000,-37.960000,-35.790000,11643800.000000,-0.052172,0.354300,0.355000,0.330000,0.339300,550000.000000,-0.042337,-1.097900,-0.087900,-1.627900,-0.117900,95388000.000000,-0.892613
2002-10-02,-2.676500,-2.236500,-3.646500,-3.146500,78381504.000000,0.175602,-35.780000,-34.960000,-38.610000,-37.330000,10653300.000000,0.043320,0.344300,0.344300,0.280000,0.289300,1330600.000000,-0.159744,-0.297900,-0.127900,-1.197900,-0.847900,91626000.000000,1.846257
2002-10-03,-3.126500,-2.856500,-3.676500,-3.606500,61416800.000000,0.153526,-36.660000,-35.800000,-38.010000,-36.960000,11001100.000000,0.008183,0.284300,0.285000,0.244300,0.259300,1395000.000000,-0.087935,-1.077900,-0.697900,-1.447900,-1.357900,70486700.000000,0.259764
2002-10-04,-3.296500,-3.116500,-3.856500,-3.736500,65440500.000000,0.133475,-37.460000,-37.450000,-41.190000,-40.360000,14552100.000000,0.077416,0.258600,0.265700,0.223600,0.234300,1204800.000000,-0.093968,-1.317900,-1.007900,-1.987900,-1.747900,79897400.000000,0.326277
2002-10-07,-3.716500,-3.186500,-3.806500,-3.626500,56912400.000000,-0.024216,-40.360000,-38.460000,-40.360000,-40.100000,9641600.000000,-0.006442,0.225000,0.229300,0.191400,0.205700,2246400.000000,-0.085778,-1.947900,-1.507900,-2.247900,-1.937900,76329900.000000,-0.005134
