Date,GLD_Open,GLD_High,GLD_Low,GLD_Close,GLD_Volume,GLD_Return,VOT_Open,VOT_High,VOT_Low,VOT_Close,VOT_Volume,VOT_Return
2006-09-20,57.81,58.24,57.2,57.26,5385200.0,-0.0095139249264833,37.8161,38.0061,37.8161,37.8161,1300.0,0.0
2006-09-21,57.35,58.09,57.22,57.95,3870800.0,0.010462074978204,38.0061,38.0061,37.5061,37.5361,900.0,-0.0123664359142349
2006-09-22,58.7,58.75,57.99,58.5,3320300.0,-0.0034071550255537,37.3261,37.3261,36.9361,36.9761,700.0,-0.0093768167582467
2006-09-25,58.15,58.76,57.78,58.5,3797300.0,0.0060189165950129,37.0161,37.1061,36.7261,37.1061,500.0,0.0024313744559798
2006-09-26,58.5,58.97,58.25,58.74,2763400.0,0.0041025641025641,37.6861,37.9561,37.6861,37.9461,2200.0,0.0068990954224501
2006-09-27,59.22,59.86,58.73,59.81,4656900.0,0.0099628503883823,38.0661,38.1661,38.0061,38.0061,6600.0,-0.0015762056002583
2006-09-28,59.88,60.27,59.57,59.79,3930900.0,-0.0015030060120241,38.2161,38.2161,37.9461,37.9461,11700.0,-0.0070650851342757
2006-09-29,59.52,59.63,58.98,59.47,3201000.0,-0.0008400537634409,38.1261,38.1261,37.8561,37.8761,12300.0,-0.0065571878581863
2006-10-02,59.8,59.88,59.03,59.15,2018800.0,-0.0108695652173912,37.7661,37.8861,37.4961,37.4961,1600.0,-0.0071492687886756
2006-10-03,57.93,58.14,56.91,57.11,5233800.0,-0.014155014672881,37.0761,37.4761,37.0461,37.1161,18700.0,0.0010788621241178
2006-10-04,57.47,57.52,55.55,56.37,8153900.0,-0.0191404210892639,37.2161,37.9661,37.2161,37.9361,3900.0,0.019346465642558
2006-10-05,56.94,57.02,56.32,56.92,3890700.0,-0.0003512469265893,38.2961,38.6761,38.1661,38.6261,12100.0,0.0086170654453063
2006-10-06,56.28,57.02,55.63,56.99,4282700.0,0.0126154939587775,38.1961,38.4461,38.1261,38.2661,14200.0,0.0018326478357738
2006-10-09,57.46,57.5,56.72,57.2,2689800.0,-0.004524886877828,38.2961,38.6261,38.2861,38.4061,3400.0,0.0028723551484354
2006-10-10,56.55,57.28,56.48,57.0,3422100.0,0.0079575596816976,38.4961,38.6461,38.4961,38.6061,1000.0,0.002857432311325
2006-10-11,57.3,57.52,56.7,56.88,2944200.0,-0.007329842931937,38.3761,38.5561,38.3461,38.3461,1800.0,-0.0007817365495712
2006-10-12,56.74,57.49,56.65,57.49,2777500.0,0.0132181882270003,38.7061,39.1061,38.7061,39.1061,2300.0,0.010334288393819
2006-10-13,58.25,58.6,57.94,58.57,3078400.0,0.0054935622317596,39.1061,39.3961,39.1061,39.2261,16200.0,0.0030685749793511
2006-10-16,58.93,59.18,58.72,59.17,1986300.0,0.0040726285423384,39.4161,39.7961,39.4161,39.7461,11600.0,0.0083722133848858
2006-10-17,59.0,59.1,58.12,58.65,2657100.0,-0.0059322033898305,39.3461,39.3461,39.0661,39.2361,12400.0,-0.0027957027507173
2006-10-18,58.82,59.03,58.26,58.59,3679000.0,-0.0039102346140767,39.5461,39.5461,38.9761,39.0561,12800.0,-0.0123906023602833
2006-10-19,59.04,59.65,59.02,59.41,2952900.0,0.0062669376693766,39.3661,39.3761,39.2561,39.3661,10700.0,0.0
2006-10-20,59.45,59.48,58.65,58.78,3190500.0,-0.0112699747687132,39.1461,39.1461,39.0061,39.0061,10800.0,-0.0035763460472433
2006-10-23,57.88,58.19,57.52,57.76,3521800.0,-0.0020732550103663,38.9661,39.3461,38.9661,39.2161,10800.0,0.0064158332499275
2006-10-24,57.2,58.26,56.87,58.17,3558200.0,0.0169580419580419,39.2661,39.4261,39.2261,39.3961,11300.0,0.0033107438732136
2006-10-25,57.83,58.78,57.55,58.76,4384200.0,0.0160816185370914,39.3161,39.6161,39.3161,39.6161,2200.0,0.0076304618209843
2006-10-26,59.03,59.45,58.98,59.29,5241100.0,0.004404540064374,39.9061,39.9061,39.6861,39.8461,1000.0,-0.0015035295355848
2006-10-27,59.43,59.57,59.04,59.4,3080700.0,-0.0005047955577991,40.0461,40.0461,39.6761,39.6761,3400.0,-0.0092393516472266
2006-10-30,60.05,60.65,59.88,59.9,4675700.0,-0.0024979184013321,39.5961,39.7961,39.4561,39.6661,11400.0,0.0017678508742022
2006-10-31,59.59,60.36,59.57,60.24,4603000.0,0.0109078704480617,39.6661,39.6761,39.4061,39.4061,4000.0,-0.0065547154875321
2006-11-01,61.03,61.55,60.68,61.36,8172300.0,0.0054071767982958,39.7261,39.7261,38.7561,38.7761,15200.0,-0.0239137493990097
2006-11-02,61.47,62.19,61.47,61.92,6680500.0,0.0073206442166911,38.6061,38.8761,38.6061,38.7661,11900.0,0.0041444227725671
2006-11-03,61.81,62.5,61.65,62.3,7359200.0,0.0079275198187994,39.0061,39.0061,38.7061,38.8461,13300.0,-0.004101922519811
2006-11-06,62.17,62.34,61.85,61.89,4078400.0,-0.0045037799581792,39.1261,39.7361,39.1261,39.6261,9900.0,0.0127791934284275
2006-11-07,62.35,62.48,61.97,62.04,5332400.0,-0.004971932638332,39.7261,40.0061,39.7261,39.7761,17100.0,0.0012586183894214
2006-11-08,61.94,62.08,60.87,61.11,5319300.0,-0.0134000645786244,39.6961,40.0961,39.6961,40.0161,16600.0,0.0080612453112522
2006-11-09,62.12,63.13,61.94,62.95,6634800.0,0.0133612363168062,40.1361,40.2661,39.6961,39.7061,16500.0,-0.0107135471558023
2006-11-10,62.7,62.82,62.06,62.49,4437000.0,-0.0033492822966507,39.7961,39.8361,39.6561,39.8161,16900.0,0.0005025618088203
2006-11-13,61.93,62.25,61.77,62.19,3408800.0,0.0041982883901178,39.9561,40.1561,39.9561,40.0761,23800.0,0.0030032961174888
2006-11-14,62.31,62.52,61.46,61.63,5706200.0,-0.0109131760552078,40.1861,40.5661,40.0161,40.5661,22400.0,0.0094560059323993
2006-11-15,61.34,62.07,61.25,61.84,3760500.0,0.0081512879034887,40.7561,41.1661,40.6661,40.9361,29600.0,0.0044165167913514
2006-11-16,62.16,62.3,61.27,61.31,4347500.0,-0.0136743886743885,41.0561,41.0561,40.8661,40.8961,3600.0,-0.0038971066418876
2006-11-17,61.4,61.78,61.34,61.78,3390900.0,0.0061889250814332,40.6661,40.8161,40.6061,40.8161,2000.0,0.0036885759883539
2006-11-20,62.06,62.25,61.56,61.77,2947200.0,-0.0046728971962616,40.7461,40.9961,40.7461,40.8861,6100.0,0.0034359116578028
2006-11-21,62.25,62.52,62.03,62.27,2930400.0,0.0003212851405622,41.0161,41.1761,41.0161,41.1761,2000.0,0.0039009072047317
2006-11-22,62.64,63.07,62.25,62.5,4863600.0,-0.0022349936143039,41.4761,41.6161,41.3161,41.6161,6500.0,0.0033754379027922
2006-11-24,63.48,63.68,63.31,63.5,6886100.0,0.0003150598613737,41.3961,41.6261,41.3961,41.6161,3400.0,0.0053145103041109
2006-11-27,63.46,63.74,63.32,63.7,5249800.0,0.0037819098644815,41.5261,41.5261,40.5261,40.5261,13500.0,-0.0240812404728592
2006-11-28,63.6,63.71,62.82,63.57,6057400.0,-0.0004716981132075,40.3261,40.6961,40.3261,40.6961,2400.0,0.0091751991886149
2006-11-29,63.37,63.39,63.08,63.16,4006500.0,-0.0033138709168376,41.0161,41.2461,41.0161,41.2461,2300.0,0.0056075541068018
2006-11-30,64.07,64.43,63.9,64.39,6362700.0,0.0049945372249103,41.4161,41.4161,41.3861,41.3861,1400.0,-0.0007243559871644
2006-12-01,64.2,64.55,63.99,64.12,6363800.0,-0.001246105919003,41.6361,41.6361,41.0561,41.0561,3100.0,-0.0139302192088115
2006-12-04,64.03,64.14,63.56,64.12,3469100.0,0.0014055911291582,41.7761,42.2461,41.7761,42.1661,18700.0,0.0093354812919348
2006-12-05,64.25,64.42,63.36,63.81,5254600.0,-0.0068482490272373,42.0461,42.2761,42.0061,42.2061,67400.0,0.0038053469881866
2006-12-06,63.08,63.45,62.29,62.69,6386500.0,-0.0061826252377932,42.1561,42.3861,42.1561,42.2861,41900.0,0.0030837767250764
2006-12-07,62.64,62.78,61.99,62.73,5384600.0,0.0014367816091953,42.4861,42.4861,42.0261,42.0461,45300.0,-0.010356328305022
2006-12-08,63.08,63.34,61.87,62.05,6080900.0,-0.0163284717818643,42.0461,42.3361,41.9161,42.1361,25500.0,0.0021405076808549
2006-12-11,62.18,62.6,62.07,62.57,3163800.0,0.0062721132196847,41.8861,41.9761,41.8861,41.9761,5500.0,0.0021486841696888
2006-12-12,62.41,62.56,62.17,62.52,3017900.0,0.001762538054799,41.8861,41.8961,41.4461,41.4461,2700.0,-0.0105046781629227
2006-12-13,62.1,62.57,61.88,62.48,3595400.0,0.0061191626409016,41.8461,41.8461,41.5361,41.6661,4700.0,-0.0043014761232229
2006-12-14,62.29,62.47,62.04,62.12,2237300.0,-0.0027291700112377,41.8161,42.1461,41.8161,42.1461,10700.0,0.0078916972171005
2006-12-15,62.21,62.22,60.93,61.0,7427800.0,-0.0194502491560842,42.1461,42.1461,41.8761,41.8761,5100.0,-0.0064062867026841
2006-12-18,60.85,61.11,60.65,61.04,3880800.0,0.0031224322103532,42.0161,42.0261,41.3961,41.3961,4100.0,-0.0147562482000948
2006-12-19,61.2,61.83,61.18,61.8,4254900.0,0.0098039215686273,40.8761,41.5561,40.8761,41.5361,7100.0,0.0161463544711945
2006-12-20,61.64,61.8,61.45,61.62,2979300.0,-0.000324464633355,41.5761,41.7161,41.3561,41.4061,2100.0,-0.0040888876061004
2006-12-21,61.58,61.7,61.27,61.38,2483300.0,-0.0032478077297823,41.5061,41.5061,40.9961,40.9961,4400.0,-0.012287350534018
2006-12-22,61.45,61.8,61.32,61.65,1367400.0,0.0032546786004881,40.7561,40.7561,40.5761,40.6361,6400.0,-0.0029443445275677
2006-12-26,62.24,62.45,61.87,61.98,1975200.0,-0.0041773778920309,40.5461,40.6061,40.5261,40.5261,1800.0,-0.000493265690165
2006-12-27,62.3,62.46,62.17,62.22,3063500.0,-0.0012841091492776,40.9161,41.0761,40.9161,41.0761,5500.0,0.0039104411221987
2006-12-28,62.97,63.05,62.69,62.9,2538900.0,-0.0011116404637128,41.1661,41.1661,40.9561,41.0461,3500.0,-0.0029150198828647
2006-12-29,62.91,63.25,62.88,63.21,2117200.0,0.0047687172150692,40.9261,40.9261,40.6461,40.7561,2200.0,-0.0041538284859782
2007-01-03,63.58,64.02,62.0,62.28,8061900.0,-0.0204466813463352,40.9161,41.1261,40.1461,40.5061,17000.0,-0.0100205053756344
2007-01-04,62.07,62.5,61.52,61.65,4858600.0,-0.0067665538907685,40.2561,40.7361,40.2561,40.7261,3700.0,0.0116752492168888
2007-01-05,60.75,60.78,59.66,60.17,12500100.0,-0.0095473251028806,40.5061,40.5161,40.2661,40.3761,9200.0,-0.00320939315313
2007-01-08,60.38,60.54,59.85,60.48,3478700.0,0.0016561775422324,40.5061,40.8361,40.4161,40.6861,4900.0,0.0044437751351031
2007-01-09,60.14,61.09,60.06,60.85,4170400.0,0.0118057864981709,40.6761,40.7961,40.3761,40.7961,8900.0,0.0029501353374587
2007-01-10,60.46,60.82,60.06,60.59,3766000.0,0.0021501819384717,40.6461,41.1361,40.5761,41.1261,5600.0,0.0118092510720586
2007-01-11,60.7,61.07,60.53,60.63,4640000.0,-0.001153212520593,41.5761,41.7661,41.4961,41.6061,11900.0,0.0007215684010766
2007-01-12,61.0,62.28,60.9,62.17,5840200.0,0.0191803278688524,41.7561,42.0961,41.7561,42.0961,3000.0,0.0081425228888712
2007-01-16,62.2,62.3,61.74,61.97,3201000.0,-0.0036977491961415,42.3061,42.3161,42.0361,42.0861,26200.0,-0.0052001957164569
2007-01-17,61.97,62.9,61.97,62.64,4516200.0,0.0108116830724544,42.1561,42.3661,42.1161,42.1561,9600.0,0.0
2007-01-18,62.99,63.16,62.15,62.26,4460100.0,-0.0115891411335133,42.1261,42.1261,41.4761,41.6461,6500.0,-0.0113943612154935
2007-01-19,62.52,63.13,62.27,63.0,3258400.0,0.0076775431861803,41.5461,41.9661,41.5461,41.9661,9400.0,0.0101092521319689
2007-01-22,63.01,63.48,62.65,62.72,3941200.0,-0.0046024440564989,41.9361,41.9361,41.5761,41.6961,9000.0,-0.0057229928391052
2007-01-23,63.68,64.29,63.67,64.23,6322000.0,0.0086369346733669,41.7261,42.2561,41.7261,42.0961,4400.0,0.0088673516096639
2007-01-24,63.71,64.41,63.37,64.33,5241200.0,0.0097315962957149,42.2561,42.6061,42.1661,42.6061,10000.0,0.0082828278047428
2007-01-25,64.8,64.88,63.98,64.06,5985700.0,-0.0114197530864196,42.4461,42.6061,41.7061,42.6061,20300.0,0.0037694864781451
2007-01-26,64.16,64.31,63.76,64.17,3493900.0,0.0001558603491272,41.8561,41.9761,41.5561,41.8961,6700.0,0.000955655209157
2007-01-29,63.85,64.29,63.66,63.77,3487300.0,-0.0012529365700861,41.9861,42.2261,41.8961,41.9161,3000.0,-0.0016672184365778
2007-01-30,63.92,64.23,63.83,64.22,3094200.0,0.0046933667083854,42.0061,42.2761,41.9961,42.2761,4800.0,0.0064276378906872
2007-01-31,63.99,64.98,63.95,64.83,5900900.0,0.0131270511017345,42.1261,42.8761,42.1261,42.8661,3600.0,0.0175663068738858
2007-02-01,65.45,65.63,65.06,65.22,6284700.0,-0.0035141329258976,42.9761,43.2461,42.9761,43.1261,7000.0,0.0034903120571666
2007-02-02,64.76,64.8,63.8,64.28,9078500.0,-0.0074119827053737,43.3861,43.4961,43.2461,43.4761,3800.0,0.0020743970995319
2007-02-05,64.68,64.69,64.24,64.31,2553500.0,-0.0057204700061843,43.6461,43.6761,43.5061,43.5761,10700.0,-0.0016038088168244
2007-02-06,65.05,65.1,64.53,64.79,2928800.0,-0.0039969254419675,43.7961,43.7961,43.4661,43.7761,10300.0,-0.0004566616662214
2007-02-07,64.78,65.15,64.48,64.63,3075300.0,-0.0023155294844088,43.8961,44.1161,43.8161,43.9061,15200.0,0.0002278106711075
2007-02-08,64.92,65.61,64.83,65.52,4769900.0,0.009242144177449,43.9761,44.2061,43.8861,44.1161,17800.0,0.0031835474268978
2007-02-09,65.27,66.38,65.22,66.12,6816500.0,0.0130228282518769,44.3161,44.3161,43.2261,43.5761,23300.0,-0.0166982202856298
2007-02-12,66.0,66.11,65.41,65.67,4113500.0,-0.0049999999999999,43.4461,43.4461,43.0461,43.0961,10900.0,-0.008055958992867
2007-02-13,66.13,66.34,65.55,65.84,4143300.0,-0.0043853016785119,43.3961,43.4761,43.2661,43.4261,8000.0,0.0006913063616316
2007-02-14,66.23,66.66,65.97,66.37,4174600.0,0.0021138456892646,43.7961,44.2261,43.7961,44.1261,5200.0,0.0075349174926534
2007-02-15,66.22,66.53,65.71,66.41,7673400.0,0.0028692237994563,44.1761,44.4261,44.1761,44.3861,22100.0,0.004753701662211
2007-02-16,65.94,66.39,65.76,66.36,3200400.0,0.0063694267515923,44.3961,44.3961,44.2061,44.3661,18100.0,-0.0006757350307795
2007-02-20,66.1,66.1,65.0,65.31,4810700.0,-0.0119515885022691,44.3061,44.7561,44.1561,44.7161,15700.0,0.0092538047808314
2007-02-21,65.31,67.71,65.2,67.35,11076700.0,0.0312356453835552,44.6061,44.8661,44.4561,44.8561,35900.0,0.0056046146154898
2007-02-22,67.44,67.56,66.97,67.15,6562800.0,-0.0043001186239619,45.0261,45.1461,44.6661,44.9061,21100.0,-0.0026651208965466
2007-02-23,67.35,68.29,67.35,67.72,8126200.0,0.0054936896807721,44.9461,44.9461,44.8061,44.9161,30600.0,-0.0006674661427799
2007-02-26,67.97,68.23,67.63,68.1,5254200.0,0.0019126085037515,45.1361,45.1361,44.5161,44.6561,27200.0,-0.0106345032025362
2007-02-27,67.34,68.33,65.07,65.41,15208600.0,-0.0286605286605287,43.7661,43.8461,42.1461,42.5361,19600.0,-0.0281039434630913
2007-02-28,66.73,66.93,65.54,66.48,8924200.0,-0.0037464408811628,42.5461,43.0361,42.1061,42.7961,23300.0,0.005875979231939
2007-03-01,66.23,66.75,65.58,65.82,7108000.0,-0.0061905480899895,41.5161,42.7761,41.3161,42.4561,14500.0,0.022641818475242
2007-03-02,64.59,65.0,63.34,63.71,13732200.0,-0.0136244000619291,42.2861,42.4961,41.5661,41.5661,36800.0,-0.0170268717143458
2007-03-05,63.12,63.78,62.62,62.93,9829800.0,-0.0030101394169834,40.9161,41.5561,40.7161,40.7161,16700.0,-0.0048880514027486
2007-03-06,63.66,64.37,63.46,64.15,6992700.0,0.0076971410618914,41.4461,41.8761,41.2361,41.8361,19300.0,0.0094098117796366
2007-03-07,64.14,64.64,63.55,64.3,6131800.0,0.0024945431867788,41.6261,42.1261,41.6261,41.8061,9900.0,0.0043242100509055
2007-03-08,64.79,65.04,64.43,64.48,4285000.0,-0.0047846889952153,42.4961,42.6661,42.3061,42.3061,9500.0,-0.0044709985151578
2007-03-09,64.82,65.22,64.15,64.25,9025500.0,-0.0087935822277073,42.6661,42.6661,42.1961,42.4261,17200.0,-0.0056250747080235
2007-03-12,64.54,64.74,63.96,64.37,4558800.0,-0.0026340254105981,42.5061,42.8261,42.4361,42.6561,11200.0,0.0035289052630092
2007-03-13,64.29,64.69,63.57,63.72,4332100.0,-0.0088660755949604,42.4961,42.5861,41.6061,41.6061,8600.0,-0.0209430983078447
2007-03-14,63.34,64.06,63.09,63.94,7417000.0,0.0094726870855698,41.7561,41.9661,40.9161,41.8261,11200.0,0.001676401771238
2007-03-15,64.03,64.46,63.88,63.98,7037700.0,-0.0007808839606435,42.0061,42.3461,42.0061,42.2161,53400.0,0.0049992739149788
2007-03-16,64.54,64.99,64.38,64.62,5040100.0,0.0012395413696931,42.0861,42.3561,41.8761,42.0361,9600.0,-0.0011880407070268
2007-03-19,64.88,64.94,64.63,64.74,2990500.0,-0.002157829839704,42.5061,42.7961,42.3761,42.6761,6300.0,0.0039994259647437
2007-03-20,64.93,65.54,64.93,65.27,4416300.0,0.0052364084398581,42.8561,43.0261,42.7261,42.9761,7900.0,0.0028000681349913
2007-03-21,65.54,65.9,65.12,65.82,5059000.0,0.004272200183094,43.2261,44.1261,43.1061,43.9761,13600.0,0.017350628439762
2007-03-22,65.78,66.13,65.6,65.76,4719700.0,-0.0003040437823045,44.2161,44.2161,43.9261,44.1061,29800.0,-0.0024877815999149
2007-03-23,65.79,65.9,64.9,65.15,5593000.0,-0.0097279221766225,44.4261,44.4261,44.1861,44.3361,12200.0,-0.0020258361638765
2007-03-26,65.36,65.97,65.36,65.84,3928800.0,0.00734394124847,44.4861,44.4861,43.7361,44.1961,19500.0,-0.0065188901701879
2007-03-27,65.88,65.97,65.5,65.7,3261700.0,-0.0027322404371583,43.9661,43.9961,43.8261,43.9961,20900.0,0.000682343896775
2007-03-28,66.14,66.48,65.77,66.05,6310000.0,-0.0013607499244028,43.6661,43.6661,43.3161,43.4261,13600.0,-0.0054962545315474
2007-03-29,65.97,66.0,64.93,65.65,5448300.0,-0.0048506897074426,43.8361,43.8361,43.1561,43.4461,8000.0,-0.0088967768574303
2007-03-30,65.74,66.21,65.49,65.74,4290200.0,0.0,43.6361,43.7761,43.2361,43.3961,13100.0,-0.0055000332293674
2007-04-02,65.74,66.14,65.03,65.85,5378100.0,0.0016732582902342,43.6161,43.7961,43.4361,43.7961,4700.0,0.0041269164368203
2007-04-03,65.67,66.22,65.65,65.83,4141700.0,0.0024364245469772,44.0861,44.3161,44.0361,44.2961,3400.0,0.0047634061529597
2007-04-04,66.09,66.98,66.0,66.81,7126100.0,0.0108942351339082,44.3061,44.4061,44.1461,44.4061,15700.0,0.0022570255563004
2007-04-05,66.7,66.96,66.59,66.86,3592700.0,0.0023988005997,44.4261,44.6761,44.3761,44.6661,26200.0,0.0054022297703377
2007-04-09,66.88,67.2,66.46,66.53,3297300.0,-0.0052332535885166,44.8861,44.8961,44.6161,44.7461,15200.0,-0.0031190056609952
2007-04-10,67.16,67.55,66.98,67.16,2741900.0,0.0,44.6661,44.9161,44.6661,44.8861,6200.0,0.0049254356211981
2007-04-11,67.26,67.5,66.81,67.08,4357100.0,-0.0026761819803747,44.9661,44.9661,44.4061,44.4861,11000.0,-0.0106747082802377
2007-04-12,67.06,67.25,66.48,66.99,6021900.0,-0.001043841336117,44.3861,45.0861,44.3861,45.0861,7800.0,0.0157707029903506
2007-04-13,67.49,67.97,67.19,67.84,5062700.0,0.0051859534745889,45.2161,45.2361,44.8661,45.2061,10000.0,-0.0002211601619776
2007-04-16,68.14,68.5,67.68,68.4,7912300.0,0.0038156736131494,45.5561,45.7261,45.4261,45.6761,6200.0,0.0026341148605784
2007-04-17,68.31,68.48,67.98,68.0,4159000.0,-0.0045381349729176,45.8661,45.8861,45.5761,45.7161,30200.0,-0.0032703892417276
2007-04-18,68.1,68.45,67.95,68.38,4933500.0,0.0041116005873715,45.6661,45.7861,45.3761,45.7061,3500.0,0.00087592327788
2007-04-19,68.0,68.04,67.25,67.53,5344600.0,-0.0069117647058823,45.2561,45.5961,45.1061,45.4261,6500.0,0.0037563996897654
2007-04-20,68.58,68.73,68.35,68.7,3358100.0,0.0017497812773403,46.1961,46.1961,45.7361,45.8361,7000.0,-0.0077928656315143
2007-04-23,68.41,68.65,68.04,68.26,2487500.0,-0.0021926618915362,46.0161,46.3161,46.0161,46.2361,25400.0,0.0047809353682732
2007-04-24,68.45,68.5,67.43,67.73,5073700.0,-0.0105186267348429,46.4461,46.4461,45.9661,46.2361,11300.0,-0.0045213699320287
2007-04-25,67.85,68.06,67.66,67.89,2614100.0,0.0005895357406043,46.7161,46.8861,46.1861,46.7661,12000.0,0.0010702948234121
2007-04-26,67.43,67.43,66.5,66.87,4668000.0,-0.0083049087943052,46.9061,46.9761,46.5861,46.8861,22200.0,-0.0004263837752446
2007-04-27,66.84,67.57,66.84,67.56,5231700.0,0.0107719928186714,46.8361,46.8361,46.6161,46.7661,8600.0,-0.0014945736301698
2007-04-30,67.2,67.52,67.04,67.09,2605400.0,-0.0016369047619047,46.9061,46.9061,45.9761,45.9761,20400.0,-0.0198268455488731
2007-05-01,66.98,67.0,66.54,66.69,3946300.0,-0.0043296506419827,45.9661,46.0461,45.4361,45.9861,32900.0,0.0004351032608814
2007-05-02,66.34,66.75,66.11,66.66,4499300.0,0.0048236358154958,46.1661,46.8961,46.1661,46.8161,12800.0,0.0140795952008074
2007-05-03,66.87,67.62,66.68,67.49,3936200.0,0.0092717212501867,46.9161,47.0361,46.7261,46.9761,269400.0,0.0012788786791741
2007-05-04,67.74,68.43,67.74,68.19,3313800.0,0.0066430469441984,47.0661,47.2961,47.0161,47.1961,9200.0,0.0027620729144756
2007-05-07,68.42,68.46,68.02,68.25,1995100.0,-0.0024846536100555,47.4661,47.4661,47.1861,47.2361,51200.0,-0.0048455634652941
2007-05-08,67.95,68.02,67.53,67.88,2475300.0,-0.0010301692420898,47.0461,47.2061,46.6661,47.1761,12200.0,0.002763247112938
2007-05-09,67.81,67.84,66.92,67.45,4647500.0,-0.0053089514820822,47.2161,47.8061,47.1461,47.7561,55900.0,0.0114367768621297
2007-05-10,67.04,67.11,65.8,66.0,5536000.0,-0.0155131264916468,47.5161,47.5961,46.7661,46.8761,38100.0,-0.0134691188881242
2007-05-11,66.13,66.66,66.13,66.45,2937300.0,0.0048389535762892,47.1661,47.4461,46.8961,47.4361,18000.0,0.0057244503997575
2007-05-14,66.63,66.65,66.0,66.28,3597600.0,-0.0052528890889988,47.6161,47.6161,46.9561,47.2061,32100.0,-0.0086105329919922
2007-05-15,65.89,66.73,65.88,66.54,2566600.0,0.0098649263924723,47.0161,47.4661,46.8161,46.8361,20800.0,-0.0038284757774464
2007-05-16,66.37,66.37,65.32,65.6,7268500.0,-0.0116016272412235,47.0661,47.1061,46.6361,47.0661,15300.0,0.0
2007-05-17,65.44,65.6,64.72,65.06,8707000.0,-0.0058068459657701,47.0661,47.3661,46.8661,47.1561,11400.0,0.0019122043254062
2007-05-18,65.07,65.67,64.85,65.52,3158200.0,0.0069156293222683,47.4161,47.6661,47.2261,47.5661,14100.0,0.0031634824458358
2007-05-21,65.29,65.76,65.06,65.67,10954300.0,0.0058201868586306,47.6961,48.1861,47.6661,48.0361,25700.0,0.0071284654300874
2007-05-22,65.7,65.82,65.16,65.2,5886700.0,-0.0076103500761035,48.0161,48.1261,47.8461,47.9661,13300.0,-0.0010413173914583
2007-05-23,65.52,65.89,65.45,65.54,6441800.0,0.0003052503052504,48.2961,48.3761,47.8761,47.8761,37500.0,-0.008696354364017
2007-05-24,65.46,65.46,64.52,64.75,6228000.0,-0.0108463183623585,48.0461,48.1261,47.0061,47.1161,23800.0,-0.019356409781439
2007-05-25,64.96,65.08,64.73,64.94,4217600.0,-0.0003078817733989,47.3661,47.5761,47.3061,47.5061,26800.0,0.0029557003848744
2007-05-29,65.12,65.57,64.94,65.07,3343100.0,-0.0007678132678134,47.7361,48.0261,47.6161,47.7961,13900.0,0.0012569103885738
2007-05-30,64.86,64.86,64.6,64.72,2742800.0,-0.0021584952204748,47.5061,48.5761,47.5061,48.5761,25500.0,0.0225234233077434
