Date,GLD_Open,GLD_High,GLD_Low,GLD_Close,GLD_Volume,GLD_Return,VOT_Open,VOT_High,VOT_Low,VOT_Close,VOT_Volume,VOT_Return,AAPL_Open,AAPL_High,AAPL_Low,AAPL_Close,AAPL_Volume,AAPL_Return,MSFT_Open,MSFT_High,MSFT_Low,MSFT_Close,MSFT_Volume,MSFT_Return
2007-04-27,66.840000,67.570000,66.840000,67.560000,5231700.000000,0.010772,46.836100,46.836100,46.616100,46.766100,8600.000000,-0.001495,-6.432100,-6.368900,-6.449600,-6.369900,25003311.000000,-0.009670,1.450000,2.020000,1.280000,1.400000,128316000.000000,-0.034483
2007-04-30,67.200000,67.520000,67.040000,67.090000,2605400.000000,-0.001637,46.906100,46.906100,45.976100,45.976100,20400.000000,-0.019827,-6.363900,-6.331400,-6.378900,-6.374200,22051686.000000,0.001619,1.410000,1.650000,1.220000,1.220000,67807000.000000,-0.134752
2007-05-01,66.980000,67.000000,66.540000,66.690000,3946300.000000,-0.004330,45.966100,46.046100,45.436100,45.986100,32900.000000,0.000435,-6.381700,-6.354600,-6.418900,-6.386000,19023775.000000,0.000674,1.220000,1.700000,1.180000,1.680000,74170000.000000,0.377049
2007-05-02,66.340000,66.750000,66.110000,66.660000,4499300.000000,0.004824,46.166100,46.896100,46.166100,46.816100,12800.000000,0.014080,-6.379600,-6.347800,-6.386000,-6.353200,18125753.000000,-0.004138,1.670000,1.970000,1.580000,1.890000,81308000.000000,0.131737
2007-05-03,66.870000,67.620000,66.680000,67.490000,3936200.000000,0.009272,46.916100,47.036100,46.726100,46.976100,269400.000000,0.001279,-6.341000,-6.315300,-6.366700,-6.352800,20599706.000000,0.001861,1.880000,2.280000,1.810000,2.250000,82052000.000000,0.196809
2007-05-04,67.740000,68.430000,67.740000,68.190000,3313800.000000,0.006643,47.066100,47.296100,47.016100,47.196100,9200.000000,0.002762,-6.338500,-6.309900,-6.349200,-6.338200,13653785.000000,-0.000047,1.960000,1.980000,1.570000,1.840000,104398000.000000,-0.061224
2007-05-07,68.420000,68.460000,68.020000,68.250000,1995100.000000,-0.002485,47.466100,47.466100,47.186100,47.236100,51200.000000,-0.004846,-6.328500,-6.211700,-6.331000,-6.227100,30796827.000000,-0.016023,1.800000,2.040000,1.760000,1.990000,59890000.000000,0.105556
2007-05-08,67.950000,68.020000,67.530000,67.880000,2475300.000000,-0.001030,47.046100,47.206100,46.666100,47.176100,12200.000000,0.002763,-6.243200,-6.183200,-6.244900,-6.186400,28026515.000000,-0.009098,1.960000,2.220000,1.860000,2.030000,60565000.000000,0.035714
2007-05-09,67.810000,67.840000,66.920000,67.450000,4647500.000000,-0.005309,47.216100,47.806100,47.146100,47.756100,55900.000000,0.011437,-6.191700,-6.118500,-6.192400,-6.121400,25662805.000000,-0.011354,1.980000,2.210000,1.850000,2.060000,51735000.000000,0.040404
2007-05-10,67.040000,67.110000,65.800000,66.000000,5536000.000000,-0.015513,47.516100,47.596100,46.766100,46.876100,38100.000000,-0.013469,-6.130300,-6.051400,-6.155700,-6.104900,42777381.000000,-0.004143,1.960000,2.210000,1.810000,1.860000,55399000.000000,-0.051020
2007-05-11,66.130000,66.660000,66.130000,66.450000,2937300.000000,0.004839,47.166100,47.446100,46.896100,47.436100,18000.000000,0.005724,-6.090700,-6.041000,-6.124900,-6.054900,23325550.000000,-0.005878,1.850000,2.260000,1.830000,2.170000,43649000.000000,0.172973
2007-05-14,66.630000,66.650000,66.000000,66.280000,3597600.000000,-0.005253,47.616100,47.616100,46.956100,47.206100,32100.000000,-0.008611,-6.023500,-6.009900,-6.072400,-6.032800,23298835.000000,0.001544,2.120000,2.270000,2.090000,2.250000,70287000.000000,0.061321
2007-05-15,65.890000,66.730000,65.880000,66.540000,2566600.000000,0.009865,47.016100,47.466100,46.816100,46.836100,20800.000000,-0.003828,-6.025300,-6.002800,-6.135700,-6.098500,34116236.000000,0.012149,2.280000,2.470000,2.220000,2.280000,75037000.000000,0.000000
2007-05-16,66.370000,66.370000,65.320000,65.600000,7268500.000000,-0.011602,47.066100,47.106100,46.636100,47.066100,15300.000000,0.000000,-6.062400,-6.051700,-6.244900,-6.104900,40275055.000000,0.007010,2.380000,2.470000,2.190000,2.450000,45843000.000000,0.029412
2007-05-17,65.440000,65.600000,64.720000,65.060000,8707000.000000,-0.005807,47.066100,47.366100,46.866100,47.156100,11400.000000,0.001912,-6.111700,-6.014600,-6.111700,-6.029900,26358332.000000,-0.013384,2.410000,2.520000,2.340000,2.360000,41856000.000000,-0.020747
2007-05-18,65.070000,65.670000,64.850000,65.520000,3158200.000000,0.006916,47.416100,47.666100,47.226100,47.566100,14100.000000,0.003163,-6.001700,-5.987100,-6.018200,-6.009200,22197222.000000,0.001250,2.350000,2.370000,1.960000,2.210000,58453000.000000,-0.059574
2007-05-21,65.290000,65.760000,65.060000,65.670000,10954300.000000,0.005820,47.696100,48.186100,47.666100,48.036100,25700.000000,0.007128,-5.998900,-5.922400,-6.008200,-5.939200,22896870.000000,-0.009952,2.110000,2.540000,2.110000,2.430000,42549000.000000,0.151659
2007-05-22,65.700000,65.820000,65.160000,65.200000,5886700.000000,-0.007610,48.016100,48.126100,47.846100,47.966100,13300.000000,-0.001041,-5.921000,-5.876000,-5.938200,-5.883500,20457942.000000,-0.006333,2.280000,2.310000,2.040000,2.070000,40015000.000000,-0.092105
2007-05-23,65.520000,65.890000,65.450000,65.540000,6441800.000000,0.000305,48.296100,48.376100,47.876100,47.876100,37500.000000,-0.008696,-5.866400,-5.831400,-5.917400,-5.906700,32699553.000000,0.006870,2.220000,2.220000,1.950000,1.960000,46337000.000000,-0.117117
2007-05-24,65.460000,65.460000,64.520000,64.750000,6228000.000000,-0.010846,48.046100,48.126100,47.006100,47.116100,23800.000000,-0.019356,-5.909600,-5.850700,-5.996700,-5.985300,31740524.000000,0.012810,1.920000,2.180000,1.340000,1.550000,64054000.000000,-0.192708
2007-05-25,64.960000,65.080000,64.730000,64.940000,4217600.000000,-0.000308,47.366100,47.576100,47.306100,47.506100,26800.000000,0.002956,-5.938500,-5.874900,-5.956400,-5.880700,22607957.000000,-0.009733,1.660000,2.040000,1.560000,1.860000,47727000.000000,0.120482
2007-05-29,65.120000,65.570000,64.940000,65.070000,3343100.000000,-0.000768,47.736100,48.026100,47.616100,47.796100,13900.000000,0.001257,-5.851000,-5.836400,-5.913900,-5.854600,23074604.000000,0.000615,1.870000,2.210000,1.770000,2.170000,42378000.000000,0.160428
2007-05-30,64.860000,64.860000,64.600000,64.720000,2742800.000000,-0.002158,47.506100,48.576100,47.506100,48.576100,25500.000000,0.022523,-5.856400,-5.692800,-5.883900,-5.696700,52962727.000000,-0.027269,1.930000,2.510000,1.890000,2.490000,57446000.000000,0.290155
2007-05-31,65.160000,65.580000,65.070000,65.540000,7530700.000000,0.005832,48.966100,49.106100,48.806100,49.046100,10200.000000,0.001634,-5.650300,-5.575300,-5.669200,-5.610300,46464443.000000,-0.007079,2.500000,2.540000,1.990000,2.070000,86403000.000000,-0.172000
2007-06-01,65.700000,66.540000,65.700000,66.440000,5634800.000000,0.011263,49.356100,49.476100,49.176100,49.266100,15800.000000,-0.001823,-5.613500,-5.610300,-5.713900,-5.709900,31642848.000000,0.017173,2.170000,2.280000,1.930000,1.970000,39493000.000000,-0.092166
2007-06-04,66.610000,66.760000,66.300000,66.540000,2626300.000000,-0.001051,49.206100,49.586100,49.166100,49.556100,17900.000000,0.007113,-5.701700,-5.591000,-5.727800,-5.605300,31714050.000000,-0.016907,1.800000,2.140000,1.780000,2.090000,41437000.000000,0.161111
2007-06-05,66.700000,66.700000,66.230000,66.370000,3728100.000000,-0.004948,49.466100,49.486100,49.076100,49.356100,20300.000000,-0.002224,-5.602400,-5.556700,-5.634900,-5.557400,32923607.000000,-0.008032,2.000000,2.010000,1.710000,1.960000,44287000.000000,-0.020000
2007-06-06,66.110000,66.550000,65.880000,66.410000,3596600.000000,0.004538,49.116100,49.116100,48.376100,48.616100,14100.000000,-0.010180,-5.570700,-5.508200,-5.583200,-5.522800,39784327.000000,-0.008599,1.750000,1.910000,1.630000,1.670000,38253000.000000,-0.045714
2007-06-07,66.270000,66.400000,65.160000,65.260000,6394300.000000,-0.015241,48.216100,48.526100,47.316100,47.316100,37000.000000,-0.018666,-5.474600,-5.381000,-5.538900,-5.507400,68502341.000000,0.005991,1.400000,1.670000,0.970000,1.000000,71981000.000000,-0.285714
2007-06-08,64.880000,65.020000,63.740000,64.220000,7313100.000000,-0.010173,47.196100,48.046100,47.056100,48.036100,22500.000000,0.017798,-5.444900,-5.444600,-5.571000,-5.492400,44441019.000000,0.008724,0.960000,1.440000,0.790000,1.430000,61347000.000000,0.489583
2007-06-11,64.340000,64.870000,64.340000,64.700000,4606600.000000,0.005595,48.066100,48.406100,47.846100,48.266100,7700.000000,0.004161,-5.438500,-5.433200,-5.669200,-5.646000,67169301.000000,0.038154,1.320000,1.630000,1.310000,1.400000,48486000.000000,0.060606
2007-06-12,64.520000,64.530000,63.910000,64.100000,4073200.000000,-0.006510,47.916100,48.176100,47.586100,47.586100,10200.000000,-0.006887,-5.676000,-5.591700,-5.713200,-5.639200,50996330.000000,-0.006483,1.340000,1.620000,1.150000,1.230000,56982000.000000,-0.082090
2007-06-13,63.950000,64.650000,63.900000,64.530000,2803300.000000,0.009070,48.006100,48.406100,47.826100,48.406100,10400.000000,0.008332,-5.611700,-5.610300,-5.817100,-5.742100,61533464.000000,0.023237,1.350000,1.790000,1.230000,1.770000,64472000.000000,0.311111
2007-06-14,64.160000,64.800000,63.950000,64.600000,2765400.000000,0.006858,48.766100,49.026100,48.766100,48.996100,21700.000000,0.004716,-5.752800,-5.672400,-5.780700,-5.697400,34787691.000000,-0.009630,1.730000,2.090000,1.680000,1.900000,59069000.000000,0.098266
2007-06-15,64.430000,64.940000,64.400000,64.850000,3032900.000000,0.006519,49.696100,49.696100,49.406100,49.446100,37300.000000,-0.005031,-5.630700,-5.628900,-5.657800,-5.634900,29000628.000000,0.000746,2.240000,2.260000,1.810000,1.870000,100941000.000000,-0.165179
2007-06-18,65.190000,65.250000,64.820000,64.950000,1791000.000000,-0.003682,49.666100,49.666100,49.266100,49.336100,26400.000000,-0.006644,-5.535700,-5.467800,-5.562100,-5.471000,32567397.000000,-0.011688,2.070000,2.100000,1.800000,1.890000,45633000.000000,-0.086957
2007-06-19,64.790000,65.560000,64.750000,65.480000,2700900.000000,0.010650,49.236100,49.446100,48.936100,49.306100,17900.000000,0.001422,-5.485300,-5.473900,-5.548900,-5.522100,33739070.000000,0.006709,1.860000,2.040000,1.760000,1.840000,46805000.000000,-0.010753
2007-06-20,65.420000,65.510000,64.600000,64.710000,2591600.000000,-0.010853,49.556100,49.576100,48.776100,48.776100,12200.000000,-0.015740,-5.514600,-5.486400,-5.599200,-5.597400,32081485.000000,0.015015,1.820000,1.890000,1.340000,1.390000,47089000.000000,-0.236264
2007-06-21,64.730000,65.020000,64.130000,64.560000,2709200.000000,-0.002626,48.766100,49.256100,48.446100,49.146100,21000.000000,0.007792,-5.592100,-5.499600,-5.627100,-5.513500,30988733.000000,-0.014056,1.350000,1.680000,1.290000,1.600000,57058000.000000,0.185185
2007-06-22,64.900000,64.980000,64.430000,64.780000,1890800.000000,-0.001849,49.166100,49.166100,48.516100,48.816100,35700.000000,-0.007119,-5.515300,-5.493900,-5.567800,-5.545700,22707862.000000,0.005512,1.380000,1.480000,0.830000,0.870000,88345000.000000,-0.369565
2007-06-25,64.480000,64.740000,64.220000,64.430000,3424900.000000,-0.000775,48.806100,48.886100,47.976100,48.216100,22700.000000,-0.012089,-5.503200,-5.471000,-5.614900,-5.569200,34502566.000000,0.011993,0.850000,1.150000,0.760000,0.870000,53915000.000000,0.023529
2007-06-26,64.200000,64.250000,63.390000,63.620000,8276400.000000,-0.009034,48.526100,48.526100,47.626100,47.626100,30400.000000,-0.018547,-5.510700,-5.509900,-5.698500,-5.665300,48035816.000000,0.028055,0.930000,1.180000,0.880000,0.900000,48340000.000000,-0.032258
2007-06-27,63.540000,63.890000,63.430000,63.670000,4689400.000000,0.002046,47.366100,48.516100,47.356100,48.516100,21700.000000,0.024279,-5.631000,-5.579900,-5.679200,-5.585300,34843108.000000,-0.008116,0.740000,1.330000,0.740000,1.250000,54272000.000000,0.689189
2007-06-28,63.980000,64.380000,63.910000,64.260000,4231700.000000,0.004376,48.866100,48.866100,48.546100,48.566100,26400.000000,-0.006139,-5.568500,-5.563900,-5.652800,-5.632800,30085840.000000,0.011547,1.240000,1.350000,1.060000,1.210000,46190000.000000,-0.024194
2007-06-29,64.290000,64.640000,64.150000,64.270000,2756400.000000,-0.000311,48.766100,49.066100,48.236100,48.606100,15100.000000,-0.003281,-5.582400,-5.509900,-5.613900,-5.579900,40637106.000000,-0.000448,1.250000,1.310000,0.420000,0.850000,71194000.000000,-0.320000
2007-07-02,64.510000,65.230000,64.510000,65.020000,2706200.000000,0.007906,48.906100,49.316100,48.896100,49.316100,45500.000000,0.008383,-5.615300,-5.578200,-5.677800,-5.607800,35578565.000000,-0.001336,1.050000,1.180000,0.870000,1.120000,47326000.000000,0.066667
2007-07-03,65.060000,65.060000,64.580000,64.740000,1835300.000000,-0.004919,49.466100,49.576100,49.446100,49.556100,14100.000000,0.001819,-5.581400,-5.388500,-5.599200,-5.396700,41517190.000000,-0.033092,1.160000,1.600000,1.160000,1.400000,35203000.000000,0.206897
2007-07-05,64.990000,65.000000,63.920000,64.420000,4333200.000000,-0.008771,49.766100,49.966100,49.546100,49.966100,18900.000000,0.004019,-5.338500,-5.189600,-5.342400,-5.197400,51894676.000000,-0.026431,1.430000,1.600000,1.210000,1.370000,47844000.000000,-0.041958
2007-07-06,64.180000,64.970000,63.880000,64.960000,8080700.000000,0.012153,50.076100,50.556100,49.926100,50.516100,17100.000000,0.008787,-5.183900,-5.176400,-5.281400,-5.213500,31239020.000000,0.005710,1.290000,1.420000,1.040000,1.350000,57542000.000000,0.046512
2007-07-09,65.000000,65.680000,64.990000,65.380000,5280800.000000,0.005846,50.716100,50.846100,50.376100,50.676100,20400.000000,-0.000789,-5.210700,-5.192100,-5.324900,-5.283900,35565002.000000,0.014048,1.240000,1.330000,1.190000,1.250000,33832000.000000,0.008065
2007-07-10,65.700000,65.860000,65.360000,65.610000,4016200.000000,-0.001370,50.446100,50.516100,49.936100,49.956100,20400.000000,-0.009713,-5.335700,-5.134900,-5.338200,-5.211700,44821783.000000,-0.023240,1.080000,1.370000,0.560000,0.710000,66019000.000000,-0.342593
2007-07-11,65.820000,65.820000,65.340000,65.440000,3647000.000000,-0.005773,50.036100,50.386100,49.816100,50.386100,27100.000000,0.006995,-5.221700,-5.163500,-5.248900,-5.210300,29348984.000000,-0.002183,0.620000,1.030000,0.590000,0.870000,48017000.000000,0.403226
2007-07-12,65.890000,66.290000,65.450000,66.020000,5870600.000000,0.001973,50.826100,51.426100,50.806100,51.366100,14600.000000,0.010624,-5.158200,-5.144200,-5.210300,-5.150300,25164507.000000,-0.001532,0.940000,1.490000,0.820000,1.450000,54302000.000000,0.542553
2007-07-13,66.080000,66.230000,65.670000,66.030000,3817800.000000,-0.000757,51.376100,51.706100,51.366100,51.666100,15800.000000,0.005645,-5.116000,-5.015300,-5.134200,-5.019600,32414435.000000,-0.018843,1.320000,1.400000,1.040000,1.200000,42173000.000000,-0.090909
2007-07-16,66.190000,66.190000,65.670000,65.820000,4579600.000000,-0.005590,51.586100,51.766100,51.246100,51.416100,16900.000000,-0.003295,-4.996000,-4.939200,-5.027800,-5.006400,33432591.000000,0.002082,1.140000,1.620000,1.100000,1.410000,48023000.000000,0.236842
2007-07-17,65.660000,66.080000,65.650000,65.750000,1878600.000000,0.001371,51.716100,51.716100,51.276100,51.476100,21300.000000,-0.004641,-4.999200,-4.952800,-5.027800,-4.977400,25355612.000000,-0.004361,1.400000,2.260000,1.390000,2.160000,77540000.000000,0.542857
2007-07-18,66.110000,66.800000,65.900000,66.620000,5238700.000000,0.007714,51.186100,51.346100,50.916100,51.346100,13700.000000,0.003126,-5.003200,-4.994200,-5.079900,-5.005700,27049910.000000,0.000500,1.890000,2.350000,1.880000,2.300000,64437000.000000,0.216931
2007-07-19,66.700000,67.120000,66.610000,67.010000,4607900.000000,0.004648,51.846100,51.896100,51.516100,51.686100,32900.000000,-0.003086,-4.927800,-4.909600,-4.951000,-4.938500,26174616.000000,0.002171,2.430000,3.220000,2.310000,2.890000,121165000.000000,0.189300
2007-07-20,67.130000,68.000000,67.120000,67.580000,5408600.000000,0.006703,51.756100,51.756100,50.896100,51.096100,15500.000000,-0.012752,-4.879600,-4.789200,-4.938500,-4.804600,41706200.000000,-0.015370,2.530000,2.580000,2.170000,2.540000,98294000.000000,0.003953
2007-07-23,67.800000,67.800000,67.310000,67.470000,3892400.000000,-0.004867,51.346100,51.536100,51.126100,51.176100,15600.000000,-0.003311,-4.820300,-4.752100,-4.905300,-4.806400,37017446.000000,-0.002884,2.670000,2.900000,2.500000,2.570000,48911000.000000,-0.037453
2007-07-24,67.720000,68.000000,67.300000,67.470000,3763000.000000,-0.003692,50.756100,50.896100,49.576100,49.846100,43000.000000,-0.017929,-4.978500,-4.902800,-5.147400,-5.121000,64468105.000000,0.028623,2.390000,2.860000,2.090000,2.180000,62258000.000000,-0.087866
2007-07-25,67.190000,67.220000,66.350000,66.900000,7530500.000000,-0.004316,50.176100,50.216100,48.976100,49.436100,289300.000000,-0.014748,-5.033200,-4.997100,-5.117100,-5.036400,58254048.000000,0.000636,2.370000,2.680000,1.750000,2.090000,55079000.000000,-0.118143
2007-07-26,66.460000,66.800000,64.730000,65.650000,10704100.000000,-0.012188,48.336100,48.556100,46.916100,47.796100,120600.000000,-0.011172,-4.727400,-4.634900,-5.047100,-4.724200,78198293.000000,-0.000677,1.620000,1.910000,0.890000,1.360000,87616000.000000,-0.160494
2007-07-27,65.280000,65.610000,64.970000,65.410000,5341900.000000,0.001991,47.556100,48.126100,46.756100,46.756100,46000.000000,-0.016822,-4.717400,-4.619900,-4.803500,-4.801000,41468016.000000,0.017722,1.310000,1.380000,0.740000,0.770000,69215000.000000,-0.412214
2007-07-30,65.370000,65.920000,65.070000,65.770000,3046800.000000,0.006119,47.336100,48.056100,47.016100,47.836100,45800.000000,0.010563,-4.783900,-4.743900,-4.953900,-4.887400,39590684.000000,0.021635,0.780000,0.870000,0.330000,0.780000,67517000.000000,0.000000
2007-07-31,66.180000,66.390000,65.120000,65.790000,4006500.000000,-0.005893,48.716100,48.726100,47.046100,47.046100,47900.000000,-0.034280,-4.832400,-4.814200,-5.241400,-5.232800,63252957.000000,0.082857,1.090000,1.090000,0.360000,0.370000,66686000.000000,-0.660550
2007-08-01,65.500000,66.060000,65.380000,65.930000,6364400.000000,0.006565,47.446100,47.806100,46.236100,47.336100,78300.000000,-0.002318,-5.165700,-5.103500,-5.375300,-5.117100,62549932.000000,-0.009408,0.330000,0.930000,0.200000,0.680000,80012000.000000,1.060606
2007-08-02,65.960000,66.010000,65.550000,65.890000,5331500.000000,-0.001061,47.906100,47.956100,47.316100,47.956100,39000.000000,0.001044,-5.058200,-5.047100,-5.147400,-5.063900,30492699.000000,0.001127,0.570000,1.170000,0.400000,0.900000,47994000.000000,0.578947
